"commonnamegroupid","name","galenicformid","name_noaccent","publicName"
"2","ácido salicílico * 0,1 % + triamcinolona acetónido * 0,02 % ; uso cutáneo ; loción","266","ACIDO SALICILICO * 0,1 % + TRIAMCINOLONA ACETONIDO * 0,02 % ; USO CUTANEO ; LOCION","ACIDO SALICILICO 0,1 % + TRIAMCINOLONA ACETONIDO 0,02 % loción"
"9207","glucosamina (hidrocloruro) * 1,25 g ; vía oral ; comprimido efervescente","83","GLUCOSAMINA (HIDROCLORURO) * 1,25 G ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","GLUCOSAMINA (hidrocloruro) 1,25 g comprimido efervescente"
"9208","ácido acetilsalicílico * 500 mg + cafeína * 30 mg + glicina * 250 mg ; vía oral ; comprimido masticable","63","ACIDO ACETILSALICILICO * 500 MG + CAFEINA * 30 MG + GLICINA * 250 MG ; VIA ORAL ; COMPRIMIDO MASTICABLE","ACIDO ACETILSALICILICO 500 mg + CAFEINA 30 mg + GLICINA 250 mg comprimido masticable"
"9209","guaifenesina * 13,32 mg/ml + terbutalina sulfato * 0,3 mg/ml ; vía oral ; solución oral","461","GUAIFENESINA * 13,32 MG/ML + TERBUTALINA SULFATO * 0,3 MG/ML ; VIA ORAL ; SOLUCION ORAL","GUAIFENESINA 13,32 mg/ml + TERBUTALINA SULFATO 0,3 mg/ml solución oral"
"9210","hidroxocobalamina hidrocloruro * 0,5 mg + piridoxina clorhidrato * 250 mg + tiamina clorhidrato * 250 mg ; vía oral ; comprimido","59","HIDROXOCOBALAMINA HIDROCLORURO * 0,5 MG + PIRIDOXINA CLORHIDRATO * 250 MG + TIAMINA CLORHIDRATO * 250 MG ; VIA ORAL ; COMPRIMIDO","HIDROXOCOBALAMINA HIDROCLORURO 0,5 mg + PIRIDOXINA CLORHIDRATO 250 mg + TIAMINA CLORHIDRATO 250 mg comprimido"
"9211","tedisamil * 2 mg/ml ; vía parenteral ; concentrado para solución para perfusión","453","TEDISAMIL * 2 MG/ML ; VIA PARENTERAL ; CONCENTRADO PARA SOLUCION PARA PERFUSION","TEDISAMIL 2 mg/ml concentrado para solución para perfusión"
"9212","nadifloxacino * 1 % ; uso cutáneo ; crema","146","NADIFLOXACINO * 1 % ; USO CUTANEO ; CREMA","NADIFLOXACINO 1 % crema"
"9214","sulodexida * 60 mg (600 LSU)/2 ml ; vía parenteral ; solución inyectable","476","SULODEXIDA * 60 MG (600 LSU)/2 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","SULODEXIDA 60 mg (600 LSU)/2 ml solución inyectable"
"9215","sulodexida * 25 mg ; vía oral ; cápsula blanda","29","SULODEXIDA * 25 MG ; VIA ORAL ; CAPSULA BLANDA","SULODEXIDA 25 mg cápsula blanda"
"9216","glibenclamida * 5 mg + metformina clorhidrato * 1 g ; vía oral ; comprimido","59","GLIBENCLAMIDA * 5 MG + METFORMINA CLORHIDRATO * 1 G ; VIA ORAL ; COMPRIMIDO","GLIBENCLAMIDA 5 mg + METFORMINA CLORHIDRATO 1 g comprimido"
"9218","dextrometorfano bromhidrato * 3 mg/ml + difenhidramina clorhidrato * 1,5 mg/ml ; vía oral ; solución oral","461","DEXTROMETORFANO BROMHIDRATO * 3 MG/ML + DIFENHIDRAMINA CLORHIDRATO * 1,5 MG/ML ; VIA ORAL ; SOLUCION ORAL","DEXTROMETORFANO BROMHIDRATO 3 mg/ml + DIFENHIDRAMINA CLORHIDRATO 1,5 mg/ml solución oral"
"9219","fingolimod (hidrocloruro) * 0,5 mg ; vía oral ; cápsula dura","219","FINGOLIMOD (HIDROCLORURO) * 0,5 MG ; VIA ORAL ; CAPSULA DURA","FINGOLIMOD (hidrocloruro) 0,5 mg cápsula dura"
"9220","escina * 50 mg ; vía oral ; cápsula dura de liberación prolongada","225","ESCINA * 50 MG ; VIA ORAL ; CAPSULA DURA DE LIBERACION PROLONGADA","ESCINA 50 mg cápsula dura de liberación prolongada"
"9221","argatrobán * 100 mg/ml ; vía parenteral ; concentrado para solución para perfusión","453","ARGATROBAN * 100 MG/ML ; VIA PARENTERAL ; CONCENTRADO PARA SOLUCION PARA PERFUSION","ARGATROBAN 100 mg/ml concentrado para solución para perfusión"
"9222","paracetamol * 1 g ; vía oral ; cápsula dura","219","PARACETAMOL * 1 G ; VIA ORAL ; CAPSULA DURA","PARACETAMOL 1 g cápsula dura"
"9223","parafina líquida * 85,5 % ; vía oral ; solución oral","461","PARAFINA LIQUIDA * 85,5 % ; VIA ORAL ; SOLUCION ORAL","PARAFINA LIQUIDA 85,5 % solución oral"
"9224","apomorfina clorhidrato * 5 mg/ml ; vía parenteral ; solución para perfusión subcutánea","2036","APOMORFINA CLORHIDRATO * 5 MG/ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION SUBCUTANEA","APOMORFINA CLORHIDRATO 5 mg/ml solución para perfusión subcutánea"
"9225","coal tar * 40 mg/ml + zinc piritionato * 10 mg/ml ; uso cutáneo ; champú","442","COAL TAR * 40 MG/ML + ZINC PIRITIONATO * 10 MG/ML ; USO CUTANEO ; CHAMPU","COAL TAR 40 mg/ml + ZINC PIRITIONATO 10 mg/ml champú"
"9226","vaselina * 100 % ; uso cutáneo ; pomada","330","VASELINA * 100 % ; USO CUTANEO ; POMADA","VASELINA 100 % pomada"
"9227","urea 13C * 75 mg ; vía oral ; polvo para solución oral","408","UREA 13C * 75 MG ; VIA ORAL ; POLVO PARA SOLUCION ORAL","UREA [13]C 75 mg polvo para solución oral"
"9228","urea 13C * 100 mg ; vía oral ; comprimido para solución oral","126","UREA 13C * 100 MG ; VIA ORAL ; COMPRIMIDO PARA SOLUCION ORAL","UREA [13]C 100 mg comprimido para solución oral"
"9229","ketoconazol * 2 % ; uso cutáneo ; polvo cutáneo","384","KETOCONAZOL * 2 % ; USO CUTANEO ; POLVO CUTANEO","KETOCONAZOL 2 % polvo cutáneo"
"9230","mepiramina acefilinato * 150 mg ; vía oral ; cápsula dura","219","MEPIRAMINA ACEFILINATO * 150 MG ; VIA ORAL ; CAPSULA DURA","MEPIRAMINA ACEFILINATO 150 mg cápsula dura"
"9231","mepiramina acefilinato * 5 mg/ml ; vía oral ; solución oral","461","MEPIRAMINA ACEFILINATO * 5 MG/ML ; VIA ORAL ; SOLUCION ORAL","MEPIRAMINA ACEFILINATO 5 mg/ml solución oral"
"9232","metotrexato (sódico) * 20 mg/ml ; vía parenteral ; solución inyectable","476","METOTREXATO (SODICO) * 20 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","METOTREXATO (sódico) 20 mg/ml solución inyectable"
"9233","etanercept * 10 mg ; vía parenteral ; polvo y disolvente para solución inyectable","369","ETANERCEPT * 10 MG ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","ETANERCEPT 10 mg polvo y disolvente para solución inyectable"
"9235","paliperidona (palmitato) * 100 mg ; vía parenteral ; suspensión inyectable de liberación prolongada en jeringa precargada","2028","PALIPERIDONA (PALMITATO) * 100 MG ; VIA PARENTERAL ; SUSPENSION INYECTABLE DE LIBERACION PROLONGADA EN JERINGA PRECARGADA","PALIPERIDONA (palmitato) 100 mg suspensión inyectable de liberación prolongada en jeringa precargada"
"9236","paliperidona (palmitato) * 150 mg ; vía parenteral ; suspensión inyectable de liberación prolongada en jeringa precargada","2028","PALIPERIDONA (PALMITATO) * 150 MG ; VIA PARENTERAL ; SUSPENSION INYECTABLE DE LIBERACION PROLONGADA EN JERINGA PRECARGADA","PALIPERIDONA (palmitato) 150 mg suspensión inyectable de liberación prolongada en jeringa precargada"
"9237","paliperidona (palmitato) * 25 mg ; vía parenteral ; suspensión inyectable de liberación prolongada en jeringa precargada","2028","PALIPERIDONA (PALMITATO) * 25 MG ; VIA PARENTERAL ; SUSPENSION INYECTABLE DE LIBERACION PROLONGADA EN JERINGA PRECARGADA","PALIPERIDONA (palmitato) 25 mg suspensión inyectable de liberación prolongada en jeringa precargada"
"9238","paliperidona (palmitato) * 50 mg ; vía parenteral ; suspensión inyectable de liberación prolongada en jeringa precargada","2028","PALIPERIDONA (PALMITATO) * 50 MG ; VIA PARENTERAL ; SUSPENSION INYECTABLE DE LIBERACION PROLONGADA EN JERINGA PRECARGADA","PALIPERIDONA (palmitato) 50 mg suspensión inyectable de liberación prolongada en jeringa precargada"
"9239","paliperidona (palmitato) * 75 mg ; vía parenteral ; suspensión inyectable de liberación prolongada en jeringa precargada","2028","PALIPERIDONA (PALMITATO) * 75 MG ; VIA PARENTERAL ; SUSPENSION INYECTABLE DE LIBERACION PROLONGADA EN JERINGA PRECARGADA","PALIPERIDONA (palmitato) 75 mg suspensión inyectable de liberación prolongada en jeringa precargada"
"9240","hiedra hoja exto. * 10 mg/ml ; vía oral ; jarabe","444","HIEDRA HOJA EXTO. * 10 MG/ML ; VIA ORAL ; JARABE","HIEDRA HOJA EXTO. 10 mg/ml jarabe"
"9241","tobramicina * 28 mg ; vía inhalatoria ; polvo para inhalación en cápsula dura","399","TOBRAMICINA * 28 MG ; VIA INHALATORIA ; POLVO PARA INHALACION EN CAPSULA DURA","TOBRAMICINA 28 mg polvo para inhalación en cápsula dura"
"9242","nevirapina * 100 mg ; vía oral ; comprimido de liberación prolongada","72","NEVIRAPINA * 100 MG ; VIA ORAL ; COMPRIMIDO DE LIBERACION PROLONGADA","NEVIRAPINA 100 mg comprimido de liberación prolongada"
"9243","nevirapina * 400 mg ; vía oral ; comprimido de liberación prolongada","72","NEVIRAPINA * 400 MG ; VIA ORAL ; COMPRIMIDO DE LIBERACION PROLONGADA","NEVIRAPINA 400 mg comprimido de liberación prolongada"
"9244","dextrometorfano bromhidrato * 2 mg/ml + paracetamol * 50 mg/ml + pseudoefedrina clorhidrato * 6 mg/ml ; vía oral ; suspensión oral","560","DEXTROMETORFANO BROMHIDRATO * 2 MG/ML + PARACETAMOL * 50 MG/ML + PSEUDOEFEDRINA CLORHIDRATO * 6 MG/ML ; VIA ORAL ; SUSPENSION ORAL","DEXTROMETORFANO BROMHIDRATO 2 mg/ml + PARACETAMOL 50 mg/ml + PSEUDOEFEDRINA CLORHIDRATO 6 mg/ml suspensión oral"
"9246","metotrexato (sódico) * 50 mg/ml ; vía parenteral ; solución inyectable en jeringa precargada","1845","METOTREXATO (SODICO) * 50 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN JERINGA PRECARGADA","METOTREXATO (sódico) 50 mg/ml solución inyectable en jeringa precargada"
"9248","misoprostol * 200 µg ; vía vaginal ; comprimido vaginal","142","MISOPROSTOL * 200 µG ; VIA VAGINAL ; COMPRIMIDO VAGINAL","MISOPROSTOL 200 µg comprimido vaginal"
"9249","misoprostol * 25 µg ; vía vaginal ; comprimido vaginal","142","MISOPROSTOL * 25 µG ; VIA VAGINAL ; COMPRIMIDO VAGINAL","MISOPROSTOL 25 µg comprimido vaginal"
"9250","ácido fólico * 1 mg + gluceptato ferroso * 300 mg ; vía oral ; cápsula dura","219","ACIDO FOLICO * 1 MG + GLUCEPTATO FERROSO * 300 MG ; VIA ORAL ; CAPSULA DURA","ACIDO FOLICO 1 mg + GLUCEPTATO FERROSO 300 mg cápsula dura"
"9251","ácido fólico * 1 mg + gluceptato ferroso * 300 mg ; vía oral ; comprimido","59","ACIDO FOLICO * 1 MG + GLUCEPTATO FERROSO * 300 MG ; VIA ORAL ; COMPRIMIDO","ACIDO FOLICO 1 mg + GLUCEPTATO FERROSO 300 mg comprimido"
"9252","ácido fólico * 0,1 mg/ml + gluceptato ferroso * 30 mg/ml ; vía oral ; polvo para suspensión oral","422","ACIDO FOLICO * 0,1 MG/ML + GLUCEPTATO FERROSO * 30 MG/ML ; VIA ORAL ; POLVO PARA SUSPENSION ORAL","ACIDO FOLICO 0,1 mg/ml + GLUCEPTATO FERROSO 30 mg/ml polvo para suspensión oral"
"9253","bencidamina clorhidrato * 5 % ; uso cutáneo ; gel","195","BENCIDAMINA CLORHIDRATO * 5 % ; USO CUTANEO ; GEL","BENCIDAMINA CLORHIDRATO 5 % gel"
"9254","benzocaína * 3 % ; uso cutáneo ; crema","146","BENZOCAINA * 3 % ; USO CUTANEO ; CREMA","BENZOCAINA 3 % crema"
"9255","benzocaína * 20 % ; vía gingival ; gel gingival","203","BENZOCAINA * 20 % ; VIA GINGIVAL ; GEL GINGIVAL","BENZOCAINA 20 % gel gingival"
"9256","bencidamina clorhidrato * 255 µg/dosis ; vía bucal ; solución para pulverización bucal","537","BENCIDAMINA CLORHIDRATO * 255 µG/DOSIS ; VIA BUCAL ; SOLUCION PARA PULVERIZACION BUCAL","BENCIDAMINA CLORHIDRATO 255 µg/dosis solución para pulverización bucal"
"9257","retigabina * 50 mg ; vía oral ; comprimido","59","RETIGABINA * 50 MG ; VIA ORAL ; COMPRIMIDO","RETIGABINA 50 mg comprimido"
"9258","retigabina * 100 mg ; vía oral ; comprimido","59","RETIGABINA * 100 MG ; VIA ORAL ; COMPRIMIDO","RETIGABINA 100 mg comprimido"
"9259","retigabina * 200 mg ; vía oral ; comprimido","59","RETIGABINA * 200 MG ; VIA ORAL ; COMPRIMIDO","RETIGABINA 200 mg comprimido"
"9260","retigabina * 300 mg ; vía oral ; comprimido","59","RETIGABINA * 300 MG ; VIA ORAL ; COMPRIMIDO","RETIGABINA 300 mg comprimido"
"9261","retigabina * 400 mg ; vía oral ; comprimido","59","RETIGABINA * 400 MG ; VIA ORAL ; COMPRIMIDO","RETIGABINA 400 mg comprimido"
"9263","espaglumato magnésico * 6 % ; vía nasal ; solución para pulverización nasal","541","ESPAGLUMATO MAGNESICO * 6 % ; VIA NASAL ; SOLUCION PARA PULVERIZACION NASAL","ESPAGLUMATO MAGNESICO 6 % solución para pulverización nasal"
"9264","espaglumato sódico * 3,8 % ; vía oftálmica ; colirio en solución","53","ESPAGLUMATO SODICO * 3,8 % ; VIA OFTALMICA ; COLIRIO EN SOLUCION","ESPAGLUMATO SODICO 3,8 % colirio en solución"
"9265","espaglumato sódico * 4,9 % ; vía oftálmica ; colirio en solución","53","ESPAGLUMATO SODICO * 4,9 % ; VIA OFTALMICA ; COLIRIO EN SOLUCION","ESPAGLUMATO SODICO 4,9 % colirio en solución"
"9266","azitromicina * 250 mg ; vía oral ; polvo para suspensión oral en sobre","1812","AZITROMICINA * 250 MG ; VIA ORAL ; POLVO PARA SUSPENSION ORAL EN SOBRE","AZITROMICINA 250 mg polvo para suspensión oral en sobre"
"9267","azitromicina * 1 g ; vía oral ; polvo para suspensión oral en sobre","1812","AZITROMICINA * 1 G ; VIA ORAL ; POLVO PARA SUSPENSION ORAL EN SOBRE","AZITROMICINA 1 g polvo para suspensión oral en sobre"
"9268","azitromicina * 150 mg ; vía oral ; polvo para suspensión oral en sobre","1812","AZITROMICINA * 150 MG ; VIA ORAL ; POLVO PARA SUSPENSION ORAL EN SOBRE","AZITROMICINA 150 mg polvo para suspensión oral en sobre"
"9269","azitromicina * 500 mg ; vía oral ; granulado para suspensión oral en sobre","1816","AZITROMICINA * 500 MG ; VIA ORAL ; GRANULADO PARA SUSPENSION ORAL EN SOBRE","AZITROMICINA 500 mg granulado para suspensión oral en sobre"
"9270","ácido ascórbico * 250 mg + bicarbonato potásico * 1.001 mg ; vía oral ; comprimido efervescente","83","ACIDO ASCORBICO * 250 MG + BICARBONATO POTASICO * 1.001 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACIDO ASCORBICO 250 mg + BICARBONATO POTASICO 1.001 mg comprimido efervescente"
"9271","ácido ascórbico * 1 g + hidroxocobalamina * 500 µg ; vía oral ; granulado efervescente en sobre","1993","ACIDO ASCORBICO * 1 G + HIDROXOCOBALAMINA * 500 µG ; VIA ORAL ; GRANULADO EFERVESCENTE EN SOBRE","ACIDO ASCORBICO 1 g + HIDROXOCOBALAMINA 500 µg granulado efervescente en sobre"
"9272","ácido acetilsalicílico * 500 mg + ácido ascórbico * 250 mg + codeína fosfato * 10 mg ; vía oral ; comprimido efervescente","83","ACIDO ACETILSALICILICO * 500 MG + ACIDO ASCORBICO * 250 MG + CODEINA FOSFATO * 10 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 250 mg + CODEINA FOSFATO 10 mg comprimido efervescente"
"9273","lactobacillus casei var rhamnosus * 1,5 g ; vía oral ; polvo para suspensión oral en sobre","1812","LACTOBACILLUS CASEI VAR RHAMNOSUS * 1,5 G ; VIA ORAL ; POLVO PARA SUSPENSION ORAL EN SOBRE","LACTOBACILLUS CASEI VAR RHAMNOSUS 1,5 g polvo para suspensión oral en sobre"
"9274","glucosa * 5 % + sodio cloruro * 0,3 % ; vía parenteral ; solución para perfusión","531","GLUCOSA * 5 % + SODIO CLORURO * 0,3 % ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","GLUCOSA 5 % + SODIO CLORURO 0,3 % solución para perfusión"
"9275","glucosa * 5 % + sodio cloruro * 0,15 % ; vía parenteral ; solución para perfusión","531","GLUCOSA * 5 % + SODIO CLORURO * 0,15 % ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","GLUCOSA 5 % + SODIO CLORURO 0,15 % solución para perfusión"
"9276","ofloxacino * 0,3 % ; vía oftálmica ; gel oftálmico","208","OFLOXACINO * 0,3 % ; VIA OFTALMICA ; GEL OFTALMICO","OFLOXACINO 0,3 % gel oftálmico"
"9277","inhibidor de la C1 estearasa de origen humano * 500 U ; vía parenteral ; polvo y disolvente para solución inyectable","369","INHIBIDOR DE LA C1 ESTEARASA DE ORIGEN HUMANO * 500 U ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","INHIBIDOR DE LA C[1] ESTEARASA DE ORIGEN HUMANO 500 U polvo y disolvente para solución inyectable"
"9279","ambroxol clorhidrato * 5 % ; vía oral ; solución oral","461","AMBROXOL CLORHIDRATO * 5 % ; VIA ORAL ; SOLUCION ORAL","AMBROXOL CLORHIDRATO 5 % solución oral"
"9280","vaccinium myrtillus extracto de antocianósidos * 100 mg ; vía oral ; comprimido","59","VACCINIUM MYRTILLUS EXTRACTO DE ANTOCIANOSIDOS * 100 MG ; VIA ORAL ; COMPRIMIDO","VACCINIUM MYRTILLUS EXTRACTO DE ANTOCIANOSIDOS 100 mg comprimido"
"9281","estradiol * 50 µg/24 h + noretisterona acetato * 250 µg/24 h ; vía transdérmica ; sistema de liberación transdérmica","160","ESTRADIOL * 50 µG/24 H + NORETISTERONA ACETATO * 250 µG/24 H ; VIA TRANSDERMICA ; SISTEMA DE LIBERACION TRANSDERMICA","ESTRADIOL 50 µg/24 h + NORETISTERONA ACETATO 250 µg/24 h sistema de liberación transdérmica"
"9282","acetazolamida * 500 mg ; vía oral ; cápsula dura de liberación prolongada","225","ACETAZOLAMIDA * 500 MG ; VIA ORAL ; CAPSULA DURA DE LIBERACION PROLONGADA","ACETAZOLAMIDA 500 mg cápsula dura de liberación prolongada"
"9283","budesónida * 2 mg/dosis ; vía rectal ; espuma rectal","296","BUDESONIDA * 2 MG/DOSIS ; VIA RECTAL ; ESPUMA RECTAL","BUDESONIDA 2 mg/dosis espuma rectal"
"9284","esomeprazol (sódico) * 20 mg ; vía oral ; comprimido gastrorresistente","106","ESOMEPRAZOL (SODICO) * 20 MG ; VIA ORAL ; COMPRIMIDO GASTRORRESISTENTE","ESOMEPRAZOL (sódico) 20 mg comprimido gastrorresistente"
"9285","esomeprazol (sódico) * 40 mg ; vía oral ; comprimido gastrorresistente","106","ESOMEPRAZOL (SODICO) * 40 MG ; VIA ORAL ; COMPRIMIDO GASTRORRESISTENTE","ESOMEPRAZOL (sódico) 40 mg comprimido gastrorresistente"
"9286","ácido acetilsalicílico * 150 mg ; vía oral ; comprimido","59","ACIDO ACETILSALICILICO * 150 MG ; VIA ORAL ; COMPRIMIDO","ACIDO ACETILSALICILICO 150 mg comprimido"
"9287","bencilpenicilina potásica * 1 M UI ; vía parenteral ; polvo para solución inyectable","411","BENCILPENICILINA POTASICA * 1 M UI ; VIA PARENTERAL ; POLVO PARA SOLUCION INYECTABLE","BENCILPENICILINA POTASICA 1 M UI polvo para solución inyectable"
"9289","colecalciferol * 21,25 UI/g + retinol * 212,5 UI/g ; uso cutáneo ; pomada","330","COLECALCIFEROL * 21,25 UI/G + RETINOL * 212,5 UI/G ; USO CUTANEO ; POMADA","COLECALCIFEROL 21,25 UI/g + RETINOL 212,5 UI/g pomada"
"9290","diclofenaco potásico * 25 mg ; vía oral ; cápsula blanda","29","DICLOFENACO POTASICO * 25 MG ; VIA ORAL ; CAPSULA BLANDA","DICLOFENACO POTASICO 25 mg cápsula blanda"
"9291","estradiol * 0,5 mg + noretisterona acetato * 0,1 mg ; vía oral ; comprimido","59","ESTRADIOL * 0,5 MG + NORETISTERONA ACETATO * 0,1 MG ; VIA ORAL ; COMPRIMIDO","ESTRADIOL 0,5 mg + NORETISTERONA ACETATO 0,1 mg comprimido"
"9292","etofenamato * 100 mg/ml ; uso cutáneo ; solución para pulverización cutánea","539","ETOFENAMATO * 100 MG/ML ; USO CUTANEO ; SOLUCION PARA PULVERIZACION CUTANEA","ETOFENAMATO 100 mg/ml solución para pulverización cutánea"
"9293","valeriana exto. * 450 mg ; vía oral ; comprimido","59","VALERIANA EXTO. * 450 MG ; VIA ORAL ; COMPRIMIDO","VALERIANA EXTO. 450 mg comprimido"
"9294","valeriana exto. * 125 mg ; vía oral ; comprimido","59","VALERIANA EXTO. * 125 MG ; VIA ORAL ; COMPRIMIDO","VALERIANA EXTO. 125 mg comprimido"
"9295","glicerol * 686 mg ; vía rectal ; supositorio","555","GLICEROL * 686 MG ; VIA RECTAL ; SUPOSITORIO","GLICEROL 686 mg supositorio"
"9296","ibuprofeno * 10 % ; uso cutáneo ; crema","146","IBUPROFENO * 10 % ; USO CUTANEO ; CREMA","IBUPROFENO 10 % crema"
"9297","ibuprofeno * 75 mg ; vía rectal ; supositorio","555","IBUPROFENO * 75 MG ; VIA RECTAL ; SUPOSITORIO","IBUPROFENO 75 mg supositorio"
"9298","ibuprofeno * 150 mg ; vía rectal ; supositorio","555","IBUPROFENO * 150 MG ; VIA RECTAL ; SUPOSITORIO","IBUPROFENO 150 mg supositorio"
"9299","nimesulida * 3 % ; uso cutáneo ; gel","195","NIMESULIDA * 3 % ; USO CUTANEO ; GEL","NIMESULIDA 3 % gel"
"9300","pitavastatina (cálcica) * 1 mg ; vía oral ; comprimido","59","PITAVASTATINA (CALCICA) * 1 MG ; VIA ORAL ; COMPRIMIDO","PITAVASTATINA (cálcica) 1 mg comprimido"
"9301","pitavastatina (cálcica) * 2 mg ; vía oral ; comprimido","59","PITAVASTATINA (CALCICA) * 2 MG ; VIA ORAL ; COMPRIMIDO","PITAVASTATINA (cálcica) 2 mg comprimido"
"9302","pitavastatina (cálcica) * 4 mg ; vía oral ; comprimido","59","PITAVASTATINA (CALCICA) * 4 MG ; VIA ORAL ; COMPRIMIDO","PITAVASTATINA (cálcica) 4 mg comprimido"
"9304","lidocaína * 4 % ; uso cutáneo ; crema","146","LIDOCAINA * 4 % ; USO CUTANEO ; CREMA","LIDOCAINA 4 % crema"
"9305","belimumab * 120 mg ; vía parenteral ; polvo para concentrado para solución para perfusión","1219","BELIMUMAB * 120 MG ; VIA PARENTERAL ; POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION","BELIMUMAB 120 mg polvo para concentrado para solución para perfusión"
"9306","belimumab * 400 mg ; vía parenteral ; polvo para concentrado para solución para perfusión","1219","BELIMUMAB * 400 MG ; VIA PARENTERAL ; POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION","BELIMUMAB 400 mg polvo para concentrado para solución para perfusión"
"9307","glimepirida * 2 mg + pioglitazona (hidrocloruro) * 30 mg ; vía oral ; comprimido","59","GLIMEPIRIDA * 2 MG + PIOGLITAZONA (HIDROCLORURO) * 30 MG ; VIA ORAL ; COMPRIMIDO","GLIMEPIRIDA 2 mg + PIOGLITAZONA (hidrocloruro) 30 mg comprimido"
"9308","eslicarbazepina acetato * 800 mg ; vía oral ; comprimido","59","ESLICARBAZEPINA ACETATO * 800 MG ; VIA ORAL ; COMPRIMIDO","ESLICARBAZEPINA ACETATO 800 mg comprimido"
"9309","dexametasona fosfato (sódico) * 0,1 % ; vía ótica ; gotas óticas en solución","516","DEXAMETASONA FOSFATO (SODICO) * 0,1 % ; VIA OTICA ; GOTAS OTICAS EN SOLUCION","DEXAMETASONA FOSFATO (sódico) 0,1 % gotas óticas en solución"
"9310","carbasalato cálcico * 100 mg ; vía oral ; comprimido efervescente","83","CARBASALATO CALCICO * 100 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","CARBASALATO CALCICO 100 mg comprimido efervescente"
"9311","efavirenz * 50 mg ; vía oral ; comprimido","59","EFAVIRENZ * 50 MG ; VIA ORAL ; COMPRIMIDO","EFAVIRENZ 50 mg comprimido"
"9312","mesalazina * 1 g ; vía oral ; granulado gastrorresistente de liberación prolongada","1686","MESALAZINA * 1 G ; VIA ORAL ; GRANULADO GASTRORRESISTENTE DE LIBERACION PROLONGADA","MESALAZINA 1 g granulado gastrorresistente de liberación prolongada"
"9313","ketorolaco trometamol * 10 mg/ml ; vía parenteral ; solución inyectable","476","KETOROLACO TROMETAMOL * 10 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","KETOROLACO TROMETAMOL 10 mg/ml solución inyectable"
"9314","crotamitón * 10 % ; uso cutáneo ; emulsión cutánea","173","CROTAMITON * 10 % ; USO CUTANEO ; EMULSION CUTANEA","CROTAMITON 10 % emulsión cutánea"
"9315","zinc óxido * 10 % ; uso cutáneo ; pomada","330","ZINC OXIDO * 10 % ; USO CUTANEO ; POMADA","ZINC OXIDO 10 % pomada"
"9316","paracetamol * 1 g ; vía oral ; polvo efervescente en sobre","1851","PARACETAMOL * 1 G ; VIA ORAL ; POLVO EFERVESCENTE EN SOBRE","PARACETAMOL 1 g polvo efervescente en sobre"
"9317","bario sulfato * 1,05 g/ml ; vía rectal ; suspensión rectal","593","BARIO SULFATO * 1,05 G/ML ; VIA RECTAL ; SUSPENSION RECTAL","BARIO SULFATO 1,05 g/ml suspensión rectal"
"9319","acetato cálcico * 435 mg + magnesio carbonato * 235 mg ; vía oral ; comprimido","59","ACETATO CALCICO * 435 MG + MAGNESIO CARBONATO * 235 MG ; VIA ORAL ; COMPRIMIDO","ACETATO CALCICO 435 mg + MAGNESIO CARBONATO 235 mg comprimido"
"9320","acetilcisteína * 200 mg + paracetamol * 500 mg ; vía oral ; comprimido efervescente","83","ACETILCISTEINA * 200 MG + PARACETAMOL * 500 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACETILCISTEINA 200 mg + PARACETAMOL 500 mg comprimido efervescente"
"9321","ácido acetilsalicílico * 500 mg + cafeína * 50 mg + tiamina clorhidrato * 2 mg ; vía oral ; comprimido","59","ACIDO ACETILSALICILICO * 500 MG + CAFEINA * 50 MG + TIAMINA CLORHIDRATO * 2 MG ; VIA ORAL ; COMPRIMIDO","ACIDO ACETILSALICILICO 500 mg + CAFEINA 50 mg + TIAMINA CLORHIDRATO 2 mg comprimido"
"9322","ácido acetilsalicílico * 100 mg + clopidogrel (hidrogenosulfato) * 75 mg ; vía oral ; comprimido","59","ACIDO ACETILSALICILICO * 100 MG + CLOPIDOGREL (HIDROGENOSULFATO) * 75 MG ; VIA ORAL ; COMPRIMIDO","ACIDO ACETILSALICILICO 100 mg + CLOPIDOGREL (hidrogenosulfato) 75 mg comprimido"
"9323","ondansetrón (hidrocloruro) * 8 mg ; vía oral ; liofilizado oral","278","ONDANSETRON (HIDROCLORURO) * 8 MG ; VIA ORAL ; LIOFILIZADO ORAL","ONDANSETRON (hidrocloruro) 8 mg liofilizado oral"
