"indicationid","name","name_noaccent"
"68144","Cervicitis gonocócica en el adulto","CERVICITIS GONOCOCICA EN EL ADULTO"
"68154","Hemorragia gastroduodenal de estrés, tratamiento preventivo (de la)","HEMORRAGIA GASTRODUODENAL DE ESTRES, TRATAMIENTO PREVENTIVO (DE LA)"
"68174","Dolor posoperatorio en oftamlología","DOLOR POSOPERATORIO EN OFTAMLOLOGIA"
"68184","Leishmaniasis mucocutánea","LEISHMANIASIS MUCOCUTANEA"
"68194","Epilepsia parcial del niño >= 1 mes, tratamiento asociado (de la)","EPILEPSIA PARCIAL DEL NIÑO >= 1 MES, TRATAMIENTO ASOCIADO (DE LA)"
"68224","Trastorno de la circulación arterial periférica","TRASTORNO DE LA CIRCULACION ARTERIAL PERIFERICA"
"68264","Síndrome de Mendelson en anestesia general, tratamiento preventivo (del)","SINDROME DE MENDELSON EN ANESTESIA GENERAL, TRATAMIENTO PREVENTIVO (DEL)"
"68274","Manifestaciones alérgicas, tratamiento alternativo a la vía oral (de las)","MANIFESTACIONES ALERGICAS, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LAS)"
"68284","Síndrome parkinsoniano, tratamiento alternativo a la vía oral (del)","SINDROME PARKINSONIANO, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DEL)"
"68294","Blenorragia gonocócica,  tratamiento alternativo a los betalactámicos (de la)","BLENORRAGIA GONOCOCICA,  TRATAMIENTO ALTERNATIVO A LOS BETALACTAMICOS (DE LA)"
"68304","Aporte calórico en nutrición parenteral","APORTE CALORICO EN NUTRICION PARENTERAL"
"68314","Esquizofrenia, tratamiento de segunda línea (de la)","ESQUIZOFRENIA, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"68334","Neumopatía aguda, tratamiento de segunda línea (de la)","NEUMOPATIA AGUDA, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"68344","Asma persistente grave de origen alérgico documentada en el sujeto >= 6 años, tto. tratamiento de fondo asociado","ASMA PERSISTENTE GRAVE DE ORIGEN ALERGICO DOCUMENTADA EN EL SUJETO >= 6 AÑOS, TTO. TRATAMIENTO DE FONDO ASOCIADO"
"68354","Antisepsia en cirugía bucodental","ANTISEPSIA EN CIRUGIA BUCODENTAL"
"68374","Disnea de la insuficiencia ventricular izquierda","DISNEA DE LA INSUFICIENCIA VENTRICULAR IZQUIERDA"
"68384","Disnea del edema pulmonar","DISNEA DEL EDEMA PULMONAR"
"68394","Irritación de la mucosa de las urinarias bajas, tratamiento sintomático (de la)","IRRITACION DE LA MUCOSA DE LAS URINARIAS BAJAS, TRATAMIENTO SINTOMATICO (DE LA)"
"68404","Aumento de la permeabilidad tisular","AUMENTO DE LA PERMEABILIDAD TISULAR"
"68414","Ascitis maligna","ASCITIS MALIGNA"
"68424","Conjuntivitis fúngica","CONJUNTIVITIS FUNGICA"
"68444","Linfoma T cutáneo, tratamiento por fotoquimioterapia de 2ª línea (del)","LINFOMA T CUTANEO, TRATAMIENTO POR FOTOQUIMIOTERAPIA DE 2ª LINEA (DEL)"
"68454","Blefaritis fúngica","BLEFARITIS FUNGICA"
"68464","Hiperparatiroidismo secundario en el paciente con insuficiencia renal","HIPERPARATIROIDISMO SECUNDARIO EN EL PACIENTE CON INSUFICIENCIA RENAL"
"68474","Hiperparatiroidismo secundario en el paciente con insuficiencia renal, tratamiento preventivo (del)","HIPERPARATIROIDISMO SECUNDARIO EN EL PACIENTE CON INSUFICIENCIA RENAL, TRATAMIENTO PREVENTIVO (DEL)"
"68484","Retención urinaria posoperatoria","RETENCION URINARIA POSOPERATORIA"
"68534","Hemangioma","HEMANGIOMA"
"68544","Infección por virus del herpes","INFECCION POR VIRUS DEL HERPES"
"68564","Infección tras traumatismo auricular, tratamiento preventivo (de la)","INFECCION TRAS TRAUMATISMO AURICULAR, TRATAMIENTO PREVENTIVO (DE LA)"
"68574","Hepatitis B crónica, tratamiento asociado al interferón (de la)","HEPATITIS B CRONICA, TRATAMIENTO ASOCIADO AL INTERFERON (DE LA)"
"68584","Medición del aclaramiento glomerular","MEDICION DEL ACLARAMIENTO GLOMERULAR"
"68594","Anestesia general obstétrica, tratamiento preventivo asociado (del)","ANESTESIA GENERAL OBSTETRICA, TRATAMIENTO PREVENTIVO ASOCIADO (DEL)"
"68614","Pediculosis del cuero cabelludo, tratamiento preventivo (de la)","PEDICULOSIS DEL CUERO CABELLUDO, TRATAMIENTO PREVENTIVO (DE LA)"
"68654","Neumopatía estafilocócica en el niño","NEUMOPATIA ESTAFILOCOCICA EN EL NIÑO"
"68664","Esquizofrenia, tratamiento de sustitución de la forma oral  (de la)","ESQUIZOFRENIA, TRATAMIENTO DE SUSTITUCION DE LA FORMA ORAL  (DE LA)"
"68674","Colecistografía","COLECISTOGRAFIA"
"68684","Exploración del vaciado gástrico en el niño","EXPLORACION DEL VACIADO GASTRICO EN EL NIÑO"
"68694","Intoxicación por fluoruros","INTOXICACION POR FLUORUROS"
"68714","Infarto de miocardio en caso de angina inestable, tratamiento preventivo asociado","INFARTO DE MIOCARDIO EN CASO DE ANGINA INESTABLE, TRATAMIENTO PREVENTIVO ASOCIADO"
"68724","Infarto de miocardio en caso de infarto de miocardio sin onda Q, tratamiento preventivo asociado","INFARTO DE MIOCARDIO EN CASO DE INFARTO DE MIOCARDIO SIN ONDA Q, TRATAMIENTO PREVENTIVO ASOCIADO"
"68754","Úlcera gastroduodenal, tratamiento preventivo de las recidivas hemorrágicas (de la)","ULCERA GASTRODUODENAL, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS HEMORRAGICAS (DE LA)"
"68764","Hipertensión arterial  en el niño","HIPERTENSION ARTERIAL  EN EL NIÑO"
"68774","Insuficiencia cardíaca en el adulto, tratamiento asociado (de la)","INSUFICIENCIA CARDIACA EN EL ADULTO, TRATAMIENTO ASOCIADO (DE LA)"
"68794","Leucemia, tratamiento paliativo (de la)","LEUCEMIA, TRATAMIENTO PALIATIVO (DE LA)"
"68804","Linfoma, tratamiento paliativo (del)","LINFOMA, TRATAMIENTO PALIATIVO (DEL)"
"68814","Náuseas y vómitos en adultos","NAUSEAS Y VOMITOS EN ADULTOS"
"68864","Furunculosis, tratamiento asociado (de la)","FURUNCULOSIS, TRATAMIENTO ASOCIADO (DE LA)"
"68874","Pustulosis, tratamiento asociado (de la)","PUSTULOSIS, TRATAMIENTO ASOCIADO (DE LA)"
"68884","Paludismo, tratamiento preventivo de segunda línea (del)","PALUDISMO, TRATAMIENTO PREVENTIVO DE SEGUNDA LINEA (DEL)"
"68894","Beriliosis","BERILIOSIS"
"68904","Triquinosis, tratamiento asociado (de la)","TRIQUINOSIS, TRATAMIENTO ASOCIADO (DE LA)"
"68914","Eccema crónico grave  de las manos, tratamiento de segunda línea (del)","ECCEMA CRONICO GRAVE  DE LAS MANOS, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"68924","Adenoma corticotropo durante el síndrome de Nelson, tratamiento de segunda línea","ADENOMA CORTICOTROPO DURANTE EL SINDROME DE NELSON, TRATAMIENTO DE SEGUNDA LINEA"
"68934","Trastornos visuales ligados a una compresión de las vías ópticas, tratamiento sintomático (de los)","TRASTORNOS VISUALES LIGADOS A UNA COMPRESION DE LAS VIAS OPTICAS, TRATAMIENTO SINTOMATICO (DE LOS)"
"68944","Adenoma gonadotrópico funcional, tratamiento de segunda línea","ADENOMA GONADOTROPICO FUNCIONAL, TRATAMIENTO DE SEGUNDA LINEA"
"69024","Gripe pandémica","GRIPE PANDEMICA"
"69034","Gripe pandémica, tratamiento preventivo (de la)","GRIPE PANDEMICA, TRATAMIENTO PREVENTIVO (DE LA)"
"69044","Infección urinaria complicada","INFECCION URINARIA COMPLICADA"
"69064","Úlcera duodenal, tratamiento alternativo a la vía oral (de la)","ULCERA DUODENAL, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LA)"
"69074","Úlcera gástrica, tratamiento alternativo a la vía oral (de la)","ULCERA GASTRICA, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LA)"
"69084","Esofagitis por reflujo gastroesofágico, tratamiento alternativo a la vía oral (de la)","ESOFAGITIS POR REFLUJO GASTROESOFAGICO, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LA)"
"69094","Síndrome de Zollinger-Ellison, tratamiento alternativo a la vía oral (del)","SINDROME DE ZOLLINGER-ELLISON, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DEL)"
"69104","Antisepsia o limpieza de pequeñas heridas superficiales","ANTISEPSIA O LIMPIEZA DE PEQUEÑAS HERIDAS SUPERFICIALES"
"69114","Angina, tratamiento asociado de segunda línea (de la)","ANGINA, TRATAMIENTO ASOCIADO DE SEGUNDA LINEA (DE LA)"
"69124","Carencia de hierro en la mujer embarazada, tratamiento preventivo (de la)","CARENCIA DE HIERRO EN LA MUJER EMBARAZADA, TRATAMIENTO PREVENTIVO (DE LA)"
"69134","Hiperparatiroidismo secundario en el paciente con insuficiencia renal crónica terminal dializado","HIPERPARATIROIDISMO SECUNDARIO EN EL PACIENTE CON INSUFICIENCIA RENAL CRONICA TERMINAL DIALIZADO"
"69164","Candidiasis mucocutánea","CANDIDIASIS MUCOCUTANEA"
"69204","Hiperuricemia crónica sintomática","HIPERURICEMIA CRONICA SINTOMATICA"
"69224","Poliartritis reumatoide moderada a grave, tratamiento asociado de segunda línea (de la)","POLIARTRITIS REUMATOIDE MODERADA A GRAVE, TRATAMIENTO ASOCIADO DE SEGUNDA LINEA (DE LA)"
"69234","Artritis psoriásica, tratamiento de fondo asociado de segunda línea (de la)","ARTRITIS PSORIASICA, TRATAMIENTO DE FONDO ASOCIADO DE SEGUNDA LINEA (DE LA)"
"69254","Movilización de las células madre, tratamiento asociado (de la)","MOVILIZACION DE LAS CELULAS MADRE, TRATAMIENTO ASOCIADO (DE LA)"
"69264","Herpes genital recurrente en el sujeto inmunodeprimido, tratamiento preventivo (del)","HERPES GENITAL RECURRENTE EN EL SUJETO INMUNODEPRIMIDO, TRATAMIENTO PREVENTIVO (DEL)"
"69274","Herpes genital recurrente en el sujeto inmunodeprimido","HERPES GENITAL RECURRENTE EN EL SUJETO INMUNODEPRIMIDO"
"69294","Poliartritis crónica juvenil, tratamiento de fondo de segunda línea asociado (de la)","POLIARTRITIS CRONICA JUVENIL, TRATAMIENTO DE FONDO DE SEGUNDA LINEA ASOCIADO (DE LA)"
"69304","Epilepsia generalizada en monoterapia del niño > 6 años","EPILEPSIA GENERALIZADA EN MONOTERAPIA DEL NIÑO > 6 AÑOS"
"69314","Migraña  del adulto, tratamiento de fondo (de la)","MIGRAÑA  DEL ADULTO, TRATAMIENTO DE FONDO (DE LA)"
"69364","Aterotrombosis en caso de angina inestable, tratamiento preventivo de sustitución (de la)","ATEROTROMBOSIS EN CASO DE ANGINA INESTABLE, TRATAMIENTO PREVENTIVO DE SUSTITUCION (DE LA)"
"69374","Aterotrombosis en caso de infarto con elevación del segmento ST, tratamiento preventivo de sustitución (del)","ATEROTROMBOSIS EN CASO DE INFARTO CON ELEVACION DEL SEGMENTO ST, TRATAMIENTO PREVENTIVO DE SUSTITUCION (DEL)"
"69384","Aterotrombosis en caso de infarto de miocardio sin onda Q, tto preventivo de sustitución (de la)","ATEROTROMBOSIS EN CASO DE INFARTO DE MIOCARDIO SIN ONDA Q, TTO PREVENTIVO DE SUSTITUCION (DE LA)"
"69394","Carencia de vitamina E en caso de colestasis crónica congénita en pacientes < 18 años","CARENCIA DE VITAMINA E EN CASO DE COLESTASIS CRONICA CONGENITA EN PACIENTES < 18 AÑOS"
"69404","Carencia de vitamina E en caso de colestasis crónica hereditaria en pacientes < 18 años","CARENCIA DE VITAMINA E EN CASO DE COLESTASIS CRONICA HEREDITARIA EN PACIENTES < 18 AÑOS"
"69424","Carencia de vitamina E por malabsorción","CARENCIA DE VITAMINA E POR MALABSORCION"
"69434","Episodio depresivo mayor, tratamiento preventivo de las recidivas (del)","EPISODIO DEPRESIVO MAYOR, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DEL)"
"69464","Herpes labial en el inmunodeprimido, fase precoz (del)","HERPES LABIAL EN EL INMUNODEPRIMIDO, FASE PRECOZ (DEL)"
"69474","Gonartrosis, tratamiento sintomático (de la)","GONARTROSIS, TRATAMIENTO SINTOMATICO (DE LA)"
"69484","Migraña  del adulto, tratamiento de fondo de 2ª línea (de la)","MIGRAÑA  DEL ADULTO, TRATAMIENTO DE FONDO DE 2ª LINEA (DE LA)"
"69504","Estimulación preterapéutica para la ablación de los restos después de la tiroidectomía","ESTIMULACION PRETERAPEUTICA PARA LA ABLACION DE LOS RESTOS DESPUES DE LA TIROIDECTOMIA"
"69524","Herpes mucocutáneo","HERPES MUCOCUTANEO"
"69534","Herpes mucocutáneo, tratamiento preventivo (del)","HERPES MUCOCUTANEO, TRATAMIENTO PREVENTIVO (DEL)"
"69544","Asma persistente leve a moderada, tratamiento de fondo de 2ª línea (del)","ASMA PERSISTENTE LEVE A MODERADA, TRATAMIENTO DE FONDO DE 2ª LINEA (DEL)"
"69574","Arteriografía visceral","ARTERIOGRAFIA VISCERAL"
"69584","Localización de lesiones de carcinoma hepatocelular mediante tomografía por emisión de positrones","LOCALIZACION DE LESIONES DE CARCINOMA HEPATOCELULAR MEDIANTE TOMOGRAFIA POR EMISION DE POSITRONES"
"69604","Estado gripal, tratamiento sintomático (del)","ESTADO GRIPAL, TRATAMIENTO SINTOMATICO (DEL)"
"69634","Infección después de la extirpación de un quiste pilonidal, tratamiento preventivo asociado","INFECCION DESPUES DE LA EXTIRPACION DE UN QUISTE PILONIDAL, TRATAMIENTO PREVENTIVO ASOCIADO"
"69644","Infección después la resección local del recto, tratamiento preventivo asociado","INFECCION DESPUES LA RESECCION LOCAL DEL RECTO, TRATAMIENTO PREVENTIVO ASOCIADO"
"69654","Candidiasis vaginal recidivante","CANDIDIASIS VAGINAL RECIDIVANTE"
"69664","Cetosis durante la desnutrición, tratamiento preventivo","CETOSIS DURANTE LA DESNUTRICION, TRATAMIENTO PREVENTIVO"
"69694","Toxicidad cardiaca de las antraciclinas, tratamiento preventivo (de la)","TOXICIDAD CARDIACA DE LAS ANTRACICLINAS, TRATAMIENTO PREVENTIVO (DE LA)"
"69704","Hipercolesterolemia, tratamiento asociado","HIPERCOLESTEROLEMIA, TRATAMIENTO ASOCIADO"
"69714","Deficiencia de coenzima Q10","DEFICIENCIA DE COENZIMA Q10"
"69734","Detección de ganglio centinela en cáncer de mama","DETECCION DE GANGLIO CENTINELA EN CANCER DE MAMA"
"69764","Pérdida ósea en el cáncer de próstata, tratamiento asociado (de la)","PERDIDA OSEA EN EL CANCER DE PROSTATA, TRATAMIENTO ASOCIADO (DE LA)"
"69774","Insomnio ocasional,  tratamiento de segunda línea (del)","INSOMNIO OCASIONAL,  TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"69784","Poliposis adenomatosa familiar","POLIPOSIS ADENOMATOSA FAMILIAR"
"69794","Decurarización en adultos","DECURARIZACION EN ADULTOS"
"69804","Decurarización de rutina en niños de 2 a 17 años","DECURARIZACION DE RUTINA EN NIÑOS DE 2 A 17 AÑOS"
"69824","Carencia de vitamina B12, tratamiento preventivo (de la)","CARENCIA DE VITAMINA B12, TRATAMIENTO PREVENTIVO (DE LA)"
"69834","Infección pulmonar crónica por Pseudomonas aeruginosa en pacientes con fibrosis quística","INFECCION PULMONAR CRONICA POR PSEUDOMONAS AERUGINOSA EN PACIENTES CON FIBROSIS QUISTICA"
"69854","Hipertensión arterial en adultos y niños  >= 6 años","HIPERTENSION ARTERIAL EN ADULTOS Y NIÑOS  >= 6 AÑOS"
"69864","Hipertensión arterial en sujetos de 6 a 18 años","HIPERTENSION ARTERIAL EN SUJETOS DE 6 A 18 AÑOS"
"69874","Remineralización de lesiones cariosas","REMINERALIZACION DE LESIONES CARIOSAS"
"69884","Hipercolesterolemia familiar homocigótica, tratamiento de 2ª línea (de la)","HIPERCOLESTEROLEMIA FAMILIAR HOMOCIGOTICA, TRATAMIENTO DE 2ª LINEA (DE LA)"
"69894","Meningitis bacteriana aguda","MENINGITIS BACTERIANA AGUDA"
"69904","Infección, intra y post-parto","INFECCION, INTRA Y POST-PARTO"
"69914","Prevención de evento cardiovascular mayor en el paciente con riesgo sin  ACV previo","PREVENCION DE EVENTO CARDIOVASCULAR MAYOR EN EL PACIENTE CON RIESGO SIN  ACV PREVIO"
"69944","Intoxicación por organfosforados","INTOXICACION POR ORGANFOSFORADOS"
"69954","Herida contaminada por radionúclidos, tratamiento local (de la)","HERIDA CONTAMINADA POR RADIONUCLIDOS, TRATAMIENTO LOCAL (DE LA)"
"69964","Contaminación por radionúclidos, tratamiento intravenoso (de la)","CONTAMINACION POR RADIONUCLIDOS, TRATAMIENTO INTRAVENOSO (DE LA)"
"69974","Diagnóstico de la contaminación interna por radionúclidos","DIAGNOSTICO DE LA CONTAMINACION INTERNA POR RADIONUCLIDOS"
"69984","Hiperfosforemia de la insuficiencia renal crónica sin diálisis","HIPERFOSFOREMIA DE LA INSUFICIENCIA RENAL CRONICA SIN DIALISIS"
"70014","Cáncer de los genitales externos","CANCER DE LOS GENITALES EXTERNOS"
"70064","Neumopatía aguda en el adulto >= 18 años","NEUMOPATIA AGUDA EN EL ADULTO >= 18 AÑOS"
"70074","EPOC asociada a bronquitis crónica, tratamiento continuo asociado (de la)","EPOC ASOCIADA A BRONQUITIS CRONICA, TRATAMIENTO CONTINUO ASOCIADO (DE LA)"
"70084","Sobreinfección por Candida en el eritema del pañal del lactante","SOBREINFECCION POR CANDIDA EN EL ERITEMA DEL PAÑAL DEL LACTANTE"
"70104","Sobreinfección de bronquitis crónica en el adulto> = 18, tratamiento de 2ª línea (de la)","SOBREINFECCION DE BRONQUITIS CRONICA EN EL ADULTO> = 18, TRATAMIENTO DE 2ª LINEA (DE LA)"
"70114","Sinusitis aguda bacteriana en el adulto >= 18 años, tratamiento de 2ª línea (de la)","SINUSITIS AGUDA BACTERIANA EN EL ADULTO >= 18 AÑOS, TRATAMIENTO DE 2ª LINEA (DE LA)"
"70124","Angina estreptocócica aguda en el paciente >= 12 años, tratamiento de 2ª línea (de la)","ANGINA ESTREPTOCOCICA AGUDA EN EL PACIENTE >= 12 AÑOS, TRATAMIENTO DE 2ª LINEA (DE LA)"
"70134","Carencia de vitamina K en lactantes amamantados, tratamiento preventivo (de)","CARENCIA DE VITAMINA K EN LACTANTES AMAMANTADOS, TRATAMIENTO PREVENTIVO (DE)"
"70154","Miotonía, tratamiento sintomático (de la)","MIOTONIA, TRATAMIENTO SINTOMATICO (DE LA)"
"70174","Candidiasis esofágica en  el sujeto >= 16 años, tratamiento de 2ª línea (de la )","CANDIDIASIS ESOFAGICA EN  EL SUJETO >= 16 AÑOS, TRATAMIENTO DE 2ª LINEA (DE LA )"
"70184","Candidiasis invasiva, tratamiento de segunda línea (de la","CANDIDIASIS INVASIVA, TRATAMIENTO DE SEGUNDA LINEA (DE LA"
"70194","Síndrome de Lambert-Eaton, tratamiento sintomático (del)","SINDROME DE LAMBERT-EATON, TRATAMIENTO SINTOMATICO (DEL)"
"70204","Candidiasis en el sujeto con riesgo neutropénico, tratamiento preventivo de 2ª línea (de la)","CANDIDIASIS EN EL SUJETO CON RIESGO NEUTROPENICO, TRATAMIENTO PREVENTIVO DE 2ª LINEA (DE LA)"
"70214","Candidiasis en el sujeto receptor de alotrasplante de células madre hematopoyéticas, tto preventivo de 2ª línea (de la)","CANDIDIASIS EN EL SUJETO RECEPTOR DE ALOTRASPLANTE DE CELULAS MADRE HEMATOPOYETICAS, TTO PREVENTIVO DE 2ª LINEA (DE LA)"
"70234","Estimulación de la eritropoyesis antes de un programa de extracción autóloga, tto asociado a la epoetina","ESTIMULACION DE LA ERITROPOYESIS ANTES DE UN PROGRAMA DE EXTRACCION AUTOLOGA, TTO ASOCIADO A LA EPOETINA"
"70244","Carencia de hierro  tratamiento de 2ª línea (de la)","CARENCIA DE HIERRO  TRATAMIENTO DE 2ª LINEA (DE LA)"
"70254","Anemia en el paciente con insuficiencia renal crónica en diálisis, tratamiento de segunda línea (de la)","ANEMIA EN EL PACIENTE CON INSUFICIENCIA RENAL CRONICA EN DIALISIS, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"70264","Lesión cutánea de origen herpético, tratamiento adyuvante (de la)","LESION CUTANEA DE ORIGEN HERPETICO, TRATAMIENTO ADYUVANTE (DE LA)"
"70284","Esguince de tobillo,  tratamiento sintomático (del)","ESGUINCE DE TOBILLO,  TRATAMIENTO SINTOMATICO (DEL)"
"70304","Fiebre, tratamiento alternativo a la vía oral (de la)","FIEBRE, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DE LA)"
"70314","Dolor de intensidad leve a moderada, tratamiento alternativo a la vía oral (del)","DOLOR DE INTENSIDAD LEVE A MODERADA, TRATAMIENTO ALTERNATIVO A LA VIA ORAL (DEL)"
"70324","Infección en cirugía rinológica, tratamiento preventivo (de la)","INFECCION EN CIRUGIA RINOLOGICA, TRATAMIENTO PREVENTIVO (DE LA)"
"70334","Atonía vesical en caso de afección neurológica","ATONIA VESICAL EN CASO DE AFECCION NEUROLOGICA"
"70354","Síndrome de Apert-Gallais","SINDROME DE APERT-GALLAIS"
"70404","Homocistinemia","HOMOCISTINEMIA"
"70454","Miastenia,  tratamiento de segunda línea (de la)","MIASTENIA,  TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"70474","Premedicación antes de la anestesia en niños de 2-7","PREMEDICACION ANTES DE LA ANESTESIA EN NIÑOS DE 2-7"
"70524","Herpes zóster en paciente inmunocompetente","HERPES ZOSTER EN PACIENTE INMUNOCOMPETENTE"
"70534","Herpes zóster en paciente inmunodeprimido","HERPES ZOSTER EN PACIENTE INMUNODEPRIMIDO"
"70554","Varicela en paciente inmunodeprimido","VARICELA EN PACIENTE INMUNODEPRIMIDO"
"70574","Infección broncopulmonar nosocomial","INFECCION BRONCOPULMONAR NOSOCOMIAL"
"70594","Colitis ulcerosa, tratamiento asociado de 2ª línea de los episodios(de la)","COLITIS ULCEROSA, TRATAMIENTO ASOCIADO DE 2ª LINEA DE LOS EPISODIOS(DE LA)"
"70614","Enfermedad tromboembólica venosa  en el paciente con cáncer, tto preventivo de las recidivas (de la)","ENFERMEDAD TROMBOEMBOLICA VENOSA  EN EL PACIENTE CON CANCER, TTO PREVENTIVO DE LAS RECIDIVAS (DE LA)"
"70624","Enfermedad tromboembólica venosa  en el paciente con cáncer","ENFERMEDAD TROMBOEMBOLICA VENOSA  EN EL PACIENTE CON CANCER"
"70654","Carencia de hierro y folatos en la mujer embarazada","CARENCIA DE HIERRO Y FOLATOS EN LA MUJER EMBARAZADA"
"70664","Aterotrombosis en caso de infarto sin elevación del segmento ST, tratamiento preventivo asociado a la aspirina (de la)","ATEROTROMBOSIS EN CASO DE INFARTO SIN ELEVACION DEL SEGMENTO ST, TRATAMIENTO PREVENTIVO ASOCIADO A LA ASPIRINA (DE LA)"
"70684","Sarcoma de las partes blandas de las extremidades","SARCOMA DE LAS PARTES BLANDAS DE LAS EXTREMIDADES"
"70694","Infección respiratoria grave por VRS","INFECCION RESPIRATORIA GRAVE POR VRS"
"70704","Infección por Haemophilus influenzae","INFECCION POR HAEMOPHILUS INFLUENZAE"
"70714","Hipercolesterolemia de tipo II en pacietes >= 10 años","HIPERCOLESTEROLEMIA DE TIPO II EN PACIETES >= 10 AÑOS"
"70734","Hipercolesterolemia familiar homocigótica en  el adulto, tratamiento asociado (de la)","HIPERCOLESTEROLEMIA FAMILIAR HOMOCIGOTICA EN  EL ADULTO, TRATAMIENTO ASOCIADO (DE LA)"
"70744","Hipercolesterolemia familiar homocigótica en  el adulto, tratamiento de 2ª línea (de la)","HIPERCOLESTEROLEMIA FAMILIAR HOMOCIGOTICA EN  EL ADULTO, TRATAMIENTO DE 2ª LINEA (DE LA)"
"70784","Esterilización intestinal","ESTERILIZACION INTESTINAL"
"70794","Hepatitis C crónica, tratamiento asociado al interferón y a la ribavirina","HEPATITIS C CRONICA, TRATAMIENTO ASOCIADO AL INTERFERON Y A LA RIBAVIRINA"
"70824","Infección genital no gonocócica","INFECCION GENITAL NO GONOCOCICA"
"70834","Pérdida visual debida a edema macular diabético","PERDIDA VISUAL DEBIDA A EDEMA MACULAR DIABETICO"
"70844","Intoxicación por organofosforados, tratamiento preventivo (de la)","INTOXICACION POR ORGANOFOSFORADOS, TRATAMIENTO PREVENTIVO (DE LA)"
"70854","Edema macular debido a oclusión venosa retiniana","EDEMA MACULAR DEBIDO A OCLUSION VENOSA RETINIANA"
"70864","Accidente tromboembólico venoso en cirugía ortopédica programada, el tratamiento preventivo (de)","ACCIDENTE TROMBOEMBOLICO VENOSO EN CIRUGIA ORTOPEDICA PROGRAMADA, EL TRATAMIENTO PREVENTIVO (DE)"
"70874","Melanoma maligno metastásico","MELANOMA MALIGNO METASTASICO"
"70884","Extravasación de antraciclinas","EXTRAVASACION DE ANTRACICLINAS"
"70894","Síndrome de Gougerot-Sjögren, tratamiento sintomático (del)","SINDROME DE GOUGEROT-SJOGREN, TRATAMIENTO SINTOMATICO (DEL)"
"70904","Infección cutánea grave","INFECCION CUTANEA GRAVE"
"70914","Mucopolisacaridosis tipo VI","MUCOPOLISACARIDOSIS TIPO VI"
"70924","Dolor post-herpético","DOLOR POST-HERPETICO"
"70934","Aterotrombosis en caso de fibrilación auricular, tto preventivo de 2ª línea asociado al AAS","ATEROTROMBOSIS EN CASO DE FIBRILACION AURICULAR, TTO PREVENTIVO DE 2ª LINEA ASOCIADO AL AAS"
"70944","Accidente tromboembólico en caso de fibrilación auricular, tto preventivo de segunda línea, asociado al AAS","ACCIDENTE TROMBOEMBOLICO EN CASO DE FIBRILACION AURICULAR, TTO PREVENTIVO DE SEGUNDA LINEA, ASOCIADO AL AAS"
"70964","Caso único desmielinizante sugestivo de esclerosis múltiple","CASO UNICO DESMIELINIZANTE SUGESTIVO DE ESCLEROSIS MULTIPLE"
"70974","Lesión superficial de la córnea","LESION SUPERFICIAL DE LA CORNEA"
"70994","Dismenorrea tratamiento de segunda línea (de la)","DISMENORREA TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"71024","Infección digestiva y/o intraabdomial grave, tratamiento asociado /de la)","INFECCION DIGESTIVA Y/O INTRAABDOMIAL GRAVE, TRATAMIENTO ASOCIADO /DE LA)"
"71054","Insuficiencia cardíaca en el adulto, el tratamiento de segunda línea (de)","INSUFICIENCIA CARDIACA EN EL ADULTO, EL TRATAMIENTO DE SEGUNDA LINEA (DE)"
"71064","Dolor durante el parto","DOLOR DURANTE EL PARTO"
"71104","Glaucoma crónico, tratamiento asociado de 2ª línea (del)","GLAUCOMA CRONICO, TRATAMIENTO ASOCIADO DE 2ª LINEA (DEL)"
"71114","Hipertensión ocular, tratamiento asociado de 2ª línea","HIPERTENSION OCULAR, TRATAMIENTO ASOCIADO DE 2ª LINEA"
"71144","Aporte de yodo, folato y vitamina B12 como preventivo en el embarazo","APORTE DE YODO, FOLATO Y VITAMINA B12 COMO PREVENTIVO EN EL EMBARAZO"
"71164","Dolor moderado a intenso, tratamiento de 2ª línea (del)","DOLOR MODERADO A INTENSO, TRATAMIENTO DE 2ª LINEA (DEL)"
"71174","Cistitis intersticial","CISTITIS INTERSTICIAL"
"71224","Shock politraumático, tratamiento preventivo de las complicaciones respiratorias (del)","SHOCK POLITRAUMATICO, TRATAMIENTO PREVENTIVO DE LAS COMPLICACIONES RESPIRATORIAS (DEL)"
"71234","Examen oftalmológico, tratamiento adyuvante (de)","EXAMEN OFTALMOLOGICO, TRATAMIENTO ADYUVANTE (DE)"
