"cim10id","parentid","code","name"
"22349","13978","V48.10"," "
"22350","15566","X11.59"," "
"22351","15810","X33.54"," "
"22352","13990","V49.39"," "
"22353","14232","V73.22"," "
"22354","16477","X95.72"," "
"22355","16632","Y09.60"," "
"22356","13975","V47.94"," "
"22357","15007","W50.39"," "
"22358","14519","W03.00"," "
"22359","14103","V60.51"," "
"22360","15803","X32.91"," "
"22361","15165","W67.53"," "
"22362","15171","W68.01"," "
"22363","14367","V86.30"," "
"22364","16678","Y13.74"," "
"22365","15808","X33.33"," "
"22366","15676","X21.49"," "
"22367","15914","X42.99"," "
"22368","14730","W22.12","Golpe contra o golpeado por airbag de automóvil del lado del pasajero"
"22369","16372","X86.10"," "
"22370","16372","X86.13"," "
"22371","14003","V50.60"," "
"22372","14854","W33.49"," "
"22373","15647","X18.90"," "
"22374","13903","V40.72"," "
"22375","13903","V40.73"," "
"22376","16143","X65.41"," "
"22377","15419","W93.49"," "
"22378","16795","Y24.30"," "
"22379","16034","X53.74"," "
"22380","14408","V90.63"," "
"22381","14885","W36.20"," "
"22382","13749","V24.49"," "
"22383","14205","V70.63"," "
"22384","16060","X58.03"," "
"22385","13647","V12.11"," "
"22386","13654","V13.01"," "
"22387","13844","V34.94"," "
"22388","15945","X45.71"," "
"22389","14220","V72.01"," "
"22390","13974","V47.78"," "
"22391","15430","W94.48"," "
"22392","16049","X57.03"," "
"22393","16757","Y20.93"," "
"22394","15113","W59.94"," "
"22395","13659","V13.50"," "
"22396","16346","X83.90"," "
"22397","14889","W36.63"," "
"22398","14581","W08.70"," "
"22399","13762","V26.12"," "
"22400","15930","X44.38"," "
"22401","15930","X44.39"," "
"22402","15801","X32.78"," "
"22403","14224","V72.49"," "
"22404","15673","X21.14"," "
"22405","16174","X68.20"," "
"22406","15531","X08.42"," "
"22407","15206","W73.29"," "
"22408","15169","W67.94"," "
"22409","14471","V96.99"," "
"22410","15177","W68.60"," "
"22411","16223","X72.72"," "
"22412","14891","W36.83"," "
"22413","16376","X86.52"," "
"22414","14858","W33.81"," "
"22415","14731","W22.24"," "
"22416","15300","W81.72"," "
"22417","14858","W33.82"," "
"22418","15087","W57.50"," "
"22419","14609","W11.24"," "
"22420","14736","W22.74"," "
"22421","15424","W93.99"," "
"22422","15191","W69.99"," "
"22423","14747","W23.72"," "
"22424","14454","V94.78"," "
"22425","13742","V23.53"," "
"22426","15572","X12.02"," "
"22427","15690","X22.74"," "
"22428","15101","W58.84"," "
"22429","16792","Y24.01"," "
"22430","15120","W60.53"," "
"22431","13967","V47.09"," "
"22432","16054","X57.52"," "
"22433","15950","X46.18"," "
"22434","16792","Y24.04"," "
"22435","13751","V24.93"," "
"22436","16757","Y20.94"," "
"22437","15551","X10.29"," "
"22438","13656","V13.29"," "
"22439","15933","X44.62"," "
"22440","15274","W79.31"," "
"22441","14362","V85.92"," "
"22442","16363","X85.41"," "
"22443","15321","W84.62"," "
"22444","14813","W29.78"," "
"22445","16128","X64.04"," "
"22446","15384","W90.20"," "
"22447","14811","W29.58"," "
"22448","13800","V30.54"," "
"22449","15052","W54.39"," "
"22450","16492","X97.03"," "
"22451","14009","V51.12"," "
"22452","16249","X75.04"," "
"22453","16243","X74.59"," "
"22454","14380","V87.68"," "
"22455","15918","X43.29"," "
"22456","14730","W22.14"," "
"22457","14600","W10.40"," "
"22458","15982","X49.04"," "
"22459","14493","W00.89"," "
"22460","15302","W81.99"," "
"22461","16803","Y25.04"," "
"22462","15254","W77.59"," "
"22463","16276","X77.58"," "
"22464","15372","W89.19"," "
"22465","14954","W42.50"," "
"22466","15102","W58.94"," "
"22467","14592","W09.70"," "
"22468","16645","Y10.89"," "
"22469","15564","X11.32"," "
"22470","14757","W24.62"," "
"22471","14591","W09.69"," "
"22472","15564","X11.30"," "
"22473","14594","W09.91"," "
"22474","15311","W83.78"," "
"22475","14885","W36.24"," "
"22476","14763","W25.14"," "
"22477","14752","W24.10"," "
"22478","15310","W83.63"," "
"22479","16478","X95.81"," "
"22480","14759","W24.82"," "
"22481","14891","W36.89"," "
"22482","13989","V49.24"," "
"22483","16770","Y22.09"," "
"22484","15541","X09.34"," "
"22485","14012","V51.42"," "
"22486","16368","X85.90"," "
"22487","16826","Y27.13"," "
"22488","14049","V55.14"," "
"22489","14387","V88.29"," "
"22490","15522","X06.61"," "
"22491","14712","W20.63"," "
"22492","14713","W20.71"," "
"22494","16808","Y25.50"," "
"22495","15527","X08.04"," "
"22496","16236","X73.92"," "
"22497","15795","X32.19"," "
"22498","14116","V61.71"," "
"22499","15652","X19.34"," "
"22500","16212","X71.72"," "
"22501","16062","X58.29"," "
"22502","15450","X00.18"," "
"22503","13860","V36.49"," "
"22504","13851","V35.51"," "
"22505","14233","V73.32"," "
"22506","14895","W37.13"," "
"22507","14591","W09.64"," "
"22508","15945","X45.72"," "
"22509","15943","X45.53"," "
"22510","16222","X72.62"," "
"22511","16220","X72.42"," "
"22512","15004","W50.00"," "
"22513","16352","X84.49"," "
"22514","14763","W25.12"," "
"22515","14009","V51.10"," "
"22516","16640","Y10.30"," "
"22517","15402","W91.91"," "
"22518","13670","V15.02"," "
"22519","14642","W14.20"," "
"22520","16487","X96.60"," "
"22521","13878","V38.20"," "
"22522","15173","W68.20"," "
"22523","16772","Y22.20"," "
"22524","16357","X84.90"," "
"22525","14905","W38.04"," "
"22526","14125","V62.62"," "
"22527","14126","V62.73"," "
"22528","16367","X85.84"," "
"22529","14596","W10.03"," "
"22530","13772","V27.32"," "
"22531","14120","V62.19"," "
"22532","16157","X66.71"," "
"22533","15176","W68.59"," "
"22534","15786","X31.30"," "
"22535","14597","W10.14"," "
"22536","13992","V49.51"," "
"22537","16241","X74.39"," "
"22538","15791","X31.83"," "
"22539","14470","V96.88"," "
"22540","13672","V15.21"," "
"22541","16190","X69.78"," "
"22542","15573","X12.10"," "
"22543","15105","W59.13","Aplastado por serpiente no venenosa"
"22544","15692","X22.94"," "
"22545","15433","W94.79"," "
"22546","16651","Y11.20"," "
"22547","16341","X83.44"," "
"22548","16057","X57.82"," "
"22549","14327","V82.44"," "
"22550","16650","Y11.12"," "
"22551","14453","V94.60"," "
"22552","16213","X71.80"," "
"22553","14231","V73.14"," "
"22554","13660","V13.90"," "
"22555","13655","V13.12"," "
"22556","16052","X57.32"," "
"22557","13659","V13.58"," "
"22558","15801","X32.73"," "
"22559","15209","W73.54"," "
"22560","14869","W34.81"," "
"22562","14952","W42.31"," "
"22563","16597","Y05.60"," "
"22564","15922","X43.61"," "
"22565","16488","X96.78"," "
"22566","14366","V86.28"," "
"22567","13666","V14.48"," "
"22568","14250","V75.02"," "
"22569","14476","V97.32","Lesionado por hélice rotante"
"22570","16571","Y03.29"," "
"22571","14597","W10.19"," "
"22572","13881","V38.54"," "
"22573","14467","V96.01","Impacto de aerostato con lesión de ocupante"
"22574","13667","V14.59"," "
"22575","15093","W58.00"," "
"22576","15297","W81.40"," "
"22577","13909","V41.29"," "
"22578","16667","Y12.78"," "
"22579","15638","X18.04"," "
"22580","14498","W01.12"," "
"22581","13848","V35.22"," "
"22582","14755","W24.42"," "
"22583","14335","V83.12"," "
"22584","16343","X83.69"," "
"22585","16540","Y00.40"," "
"22586","16778","Y22.82"," "
"22587","14619","W12.19"," "
"22588","16465","X94.64"," "
"22589","16465","X94.61"," "
"22590","14631","W13.28"," "
"22591","16223","X72.74"," "
"22592","16181","X68.98"," "
"22593","16214","X71.90"," "
"22594","16063","X58.33"," "
"22595","13990","V49.34"," "
"22596","16660","Y12.01"," "
"22597","14634","W13.51"," "
"22598","15329","W85.32"," "
"22599","14246","V74.68"," "
"22600","14851","W33.14"," "
"22601","15172","W68.19"," "
"22602","14773","W26.04"," "
"22603","14593","W09.82"," "
"22604","16243","X74.58"," "
"22605","13611","V04.03"," "
"22606","16249","X75.03"," "
"22607","16817","Y26.39"," "
"22608","15177","W68.69"," "
"22609","16571","Y03.24"," "
"22610","14352","V84.99"," "
"22611","16366","X85.79"," "
"22612","16544","Y00.80"," "
"22613","15175","W68.44"," "
"22614","14732","W22.34"," "
"22615","16258","X75.93"," "
"22616","13613","V04.94"," "
"22617","13679","V16.13"," "
"22618","15417","W93.24"," "
"22619","15909","X42.42"," "
"22620","18140","W46.43"," "
"22621","16786","Y23.53"," "
"22622","16052","X57.38"," "
"22623","13998","V50.18"," "
"22624","16229","X73.24"," "
"22625","15543","X09.59"," "
"22626","14207","V70.90"," "
"22627","14881","W35.92"," "
"22628","16637","Y10.04"," "
"22629","14766","W25.41"," "
"22630","16894","Y33.31"," "
"22631","13604","V02.13"," "
"22632","14350","V84.69"," "
"22633","15122","W60.71"," "
"22634","15536","X08.99"," "
"22635","16632","Y09.64"," "
"22636","13762","V26.11"," "
"22637","15938","X45.09"," "
"22638","14149","V65.08"," "
"22639","16826","Y27.11"," "
"22640","15061","W55.10"," "
"22641","15610","X15.53"," "
"22642","14049","V55.13"," "
"22643","14957","W42.81"," "
"22644","16408","X89.42"," "
"22645","14829","W31.10"," "
"22646","13917","V42.04"," "
"22647","15291","W80.90"," "
"22648","15083","W57.11"," "
"22649","13896","V40.02"," "
"22650","14850","W33.02","Disparo accidental de rifle de caza"
"22651","16158","X66.83"," "
"22652","16507","X98.48"," "
"22653","16155","X66.54"," "
"22654","16810","Y25.78"," "
"22655","14473","V97.08"," "
"22656","13881","V38.51"," "
"22657","16507","X98.41"," "
"22658","15417","W93.28"," "
"22659","13609","V03.93"," "
"22660","13609","V03.92","Peatón en monopatín lesionado en colisión con coche, camioneta o furgoneta, no especificado si el accidente fue o no de tráfico"
"22661","15104","W59.08"," "
"22663","14592","W09.74"," "
"22664","13849","V35.32"," "
"22665","14205","V70.69"," "
"22666","14331","V82.82"," "
"22667","13648","V12.22"," "
"22668","15697","X23.38"," "
"22669","13997","V50.03"," "
"22670","15121","W60.64"," "
"22671","15544","X09.64"," "
"22672","15204","W73.03"," "
"22673","15538","X09.03"," "
"22674","15329","W85.34"," "
"22675","16899","Y33.84"," "
"22676","16757","Y20.90"," "
"22677","15112","W59.81","Mordido por otro reptil no venenoso"
"22678","13870","V37.43"," "
"22679","14463","V95.88"," "
"22680","16351","X84.30"," "
"22682","15378","W89.70"," "
"22683","15750","X28.12"," "
"22684","14144","V64.54"," "
"22685","16598","Y05.78"," "
"22686","16128","X64.02"," "
"22687","13790","V29.54"," "
"22688","16562","Y02.49"," "
"22689","14250","V75.03"," "
"22690","14714","W20.89"," "
"22691","13877","V38.18"," "
"22692","16490","X96.98"," "
"22693","16378","X86.72"," "
"22694","16238","X74.04"," "
"22695","15651","X19.28"," "
"22696","14984","W45.23"," "
"22697","15407","W92.34"," "
"22698","15275","W79.44"," "
"22699","13876","V38.04"," "
"22700","14880","W35.84"," "
"22701","15115","W60.08"," "
"22702","14875","W35.34"," "
"22703","16471","X95.13"," "
"22704","14458","V95.01","Impacto de helicóptero con lesión de ocupante"
"22705","14751","W24.08"," "
"22706","16210","X71.51"," "
"22707","13977","V48.09"," "
"22708","15698","X23.44"," "
"22709","16624","Y08.92"," "
"22710","16639","Y10.23"," "
"22711","16538","Y00.24"," "
"22712","14640","W14.08"," "
"22713","13998","V50.12"," "
"22714","15933","X44.64"," "
"22715","14096","V59.91"," "
"22716","16489","X96.88"," "
"22717","16489","X96.81"," "
"22718","15803","X32.90"," "
"22719","15532","X08.52"," "
"22720","14105","V60.78"," "
"22721","15322","W84.70"," "
"22722","13993","V49.68"," "
"22723","15289","W80.72"," "
"22724","16377","X86.63"," "
"22725","16812","Y25.98"," "
"22726","16244","X74.64"," "
"22727","13771","V27.22"," "
"22728","16382","X87.08"," "
"22729","15085","W57.31"," "
"22730","14605","W10.90"," "
"22731","15300","W81.71"," "
"22732","14141","V64.22"," "
"22733","15288","W80.60"," "
"22734","16547","Y01.03"," "
"22735","14727","W21.91"," "
"22736","14135","V63.60"," "
"22737","16795","Y24.33"," "
"22738","15186","W69.48"," "
"22739","16257","X75.80"," "
"22740","13912","V41.59"," "
"22741","16284","X78.22"," "
"22742","16125","X63.84"," "
"22743","15505","X05.04"," "
"22744","14821","W30.41"," "
"22745","14831","W31.33"," "
"22746","15060","W55.01","Mordido por gato"
"22747","16781","Y23.08"," "
"22748","14222","V72.20"," "
"22749","14747","W23.79"," "
"22750","15562","X11.14"," "
"22751","15813","X33.89"," "
"22752","15813","X33.81"," "
"22753","15813","X33.82"," "
"22754","16476","X95.69"," "
"22755","16779","Y22.93"," "
"22756","15950","X46.11"," "
"22757","15807","X33.21"," "
"22758","15658","X19.99"," "
"22759","16637","Y10.03"," "
"22760","16359","X85.09"," "
"22761","14890","W36.73"," "
"22762","14114","V61.50"," "
"22763","15204","W73.01"," "
"22764","15005","W50.19"," "
"22765","14519","W03.09"," "
"22766","14004","V50.70"," "
"22767","15071","W56.04"," "
"22768","16503","X98.02"," "
"22769","14714","W20.84"," "
"22770","14505","W01.80"," "
"22771","14977","W44.69"," "
"22772","14980","W44.94"," "
"22773","15404","W92.02"," "
"22774","14847","W32.82"," "
"22775","14986","W45.43"," "
"22776","15084","W57.28"," "
"22777","14731","W22.22"," "
"22778","14016","V51.91"," "
"22779","15300","W81.74"," "
"22780","13615","V05.00","Peatón a pie lesionado en colisión con tren o vehículo ferroviario en un accidente no de tráfico"
"22781","15772","X30.12"," "
"22782","16672","Y13.19"," "
"22783","15641","X18.32"," "
"22784","16472","X95.22"," "
"22785","16782","Y23.10"," "
"22786","15697","X23.30"," "
"22787","16657","Y11.83"," "
"22788","16218","X72.29"," "
"22789","14884","W36.11"," "
"22790","16212","X71.70"," "
"22791","16473","X95.33"," "
"22792","14876","W35.44"," "
"22793","14875","W35.33"," "
"22794","16776","Y22.61"," "
"22795","14745","W23.53"," "
"22796","16190","X69.73"," "
"22797","14350","V84.64"," "
"22798","16477","X95.70"," "
"22799","15922","X43.62"," "
"22800","16786","Y23.51"," "
"22801","15952","X46.33"," "
"22802","14238","V73.99"," "
"22803","15952","X46.32"," "
"22804","16505","X98.29"," "
"22805","14852","W33.28"," "
"22806","14235","V73.54"," "
"22807","15410","W92.60"," "
"22808","14001","V50.48"," "
"22809","13992","V49.53"," "
"22810","13680","V16.22"," "
"22811","14502","W01.53"," "
"22812","14241","V74.10"," "
"22813","16795","Y24.38"," "
"22814","15919","X43.33"," "
"22815","14000","V50.32"," "
"22816","13778","V28.12"," "
"22817","14256","V75.69"," "
"22818","15080","W56.93"," "
"22819","15768","X29.88"," "
"22820","14497","W01.09"," "
"22821","13687","V17.13"," "
"22822","15906","X42.18"," "
"22824","15827","X35.09"," "
"22825","16209","X71.44"," "
"22827","16785","Y23.43"," "
"22828","16475","X95.59"," "
"22829","16187","X69.44"," "
"22830","15315","W84.08"," "
"22831","13654","V13.08"," "
"22832","14339","V83.53"," "
"22833","14876","W35.43"," "
"22834","14752","W24.14"," "
"22836","15945","X45.70"," "
"22837","16628","Y09.23"," "
"22838","15435","W94.93"," "
"22839","18144","W46.89"," "
"22840","16190","X69.74"," "
"22841","15191","W69.90"," "
"22842","16210","X71.59"," "
"22843","15098","W58.58"," "
"22844","14762","W25.08"," "
"22845","13659","V13.53"," "
"22846","15811","X33.61"," "
"22847","16179","X68.71"," "
"22848","16185","X69.22"," "
"22849","14757","W24.64"," "
"22850","24084","X49.791"," "
"22851","15119","W60.49"," "
"22853","16362","X85.39"," "
"22854","15939","X45.10"," "
"22855","14977","W44.61"," "
"22856","13765","V26.41"," "
"22858","13967","V47.02","Conductor de otro tipo de coche lesionado por colisión con objeto fijo o estacionado en un accidente no de tráfico"
"22859","15280","W79.91"," "
"22860","13612","V04.12","Peatón en monopatín lesionado en colisión con vehículo de transporte pesado o autobús en un accidente de tráfico"
"22861","14852","W33.24"," "
"22862","14713","W20.73"," "
"22863","15568","X11.71"," "
"22864","13858","V36.23"," "
"22865","14093","V59.53"," "
"22866","15306","W83.24"," "
"22867","15310","W83.62"," "
"22868","16208","X71.38"," "
"22869","14336","V83.28"," "
"22870","14461","V95.33","Colisión de otra aeronave comercial de ala fija con lesión de ocupante"
"22872","15115","W60.03"," "
"22873","15557","X10.88"," "
"22874","14212","V71.22"," "
"22875","15953","X46.49"," "
"22876","16052","X57.33"," "
"22877","14227","V72.72"," "
"22878","16482","X96.14"," "
"22879","15942","X45.43"," "
"22880","14115","V61.69"," "
"22881","14349","V84.58"," "
"22882","16372","X86.18"," "
"22883","14996","W49.30"," "
"22884","16363","X85.43"," "
"22885","14110","V61.10"," "
"22886","14477","V97.84"," "
"22887","14512","W02.41"," "
"22888","16808","Y25.51"," "
"22889","14206","V70.70"," "
"22890","16786","Y23.50"," "
"22891","15321","W84.69"," "
"22892","15788","X31.58"," "
"22893","14241","V74.18"," "
"22894","13673","V15.32"," "
"22895","16376","X86.54"," "
"22896","15168","W67.88"," "
"22897","14124","V62.51"," "
"22898","15400","W91.79"," "
"22899","14848","W32.98"," "
"22900","16375","X86.49"," "
"22901","14140","V64.13"," "
"22902","16154","X66.41"," "
"22903","16789","Y23.80"," "
"22904","16551","Y01.43"," "
"22905","14947","W41.99"," "
"22906","14256","V75.63"," "
"22908","15378","W89.79"," "
"22909","18143","W46.78"," "
"22910","15119","W60.44"," "
"22911","16539","Y00.38"," "
"22912","14451","V94.43"," "
"22913","15205","W73.14"," "
"22914","14758","W24.72"," "
"22915","15562","X11.18"," "
"22916","16481","X96.02"," "
"22917","15117","W60.24"," "
"22918","16050","X57.14"," "
"22919","16633","Y09.74"," "
"22920","15317","W84.21"," "
"22921","14590","W09.58"," "
"22922","14642","W14.21"," "
"22923","15539","X09.13"," "
"22924","16234","X73.71"," "
"22925","16808","Y25.54"," "
"22926","14243","V74.30"," "
"22927","16559","Y02.13"," "
"22928","15658","X19.93"," "
"22929","16361","X85.21"," "
"22930","16641","Y10.49"," "
"22931","14250","V75.08"," "
"22932","16236","X73.98"," "
"22933","14715","W20.94"," "
"22934","15399","W91.62"," "
"22935","15165","W67.51"," "
"22936","13674","V15.41"," "
"22937","16046","X54.80"," "
"22938","16815","Y26.19"," "
"22939","13876","V38.09"," "
"22940","14242","V74.23"," "
"22941","13668","V14.90"," "
"22942","15293","W81.00"," "
"22943","13774","V27.50"," "
"22944","16786","Y23.58"," "
"22945","16188","X69.59"," "
"22946","13857","V36.10"," "
"22947","13599","V01.18"," "
"22948","14339","V83.52"," "
"22949","16348","X84.08"," "
"22950","14206","V70.72"," "
"22951","16064","X58.40"," "
"22952","16622","Y08.71"," "
"22953","14112","V61.32"," "
"22954","15319","W84.43"," "
"22955","15004","W50.01"," "
"22956","16765","Y21.63"," "
"22957","14351","V84.73"," "
"22958","15123","W60.84"," "
"22959","14634","W13.50"," "
"22960","14119","V62.00"," "
"22961","14892","W36.90"," "
"22962","15673","X21.18"," "
"22963","16235","X73.88"," "
"22964","14969","W43.93"," "
"22965","15277","W79.62"," "
"22966","14714","W20.83"," "
"22968","15007","W50.34"," "
"22969","14703","W19.84"," "
"22970","14712","W20.61"," "
"22971","13874","V37.91"," "
"22972","14980","W44.90"," "
"22973","16045","X54.74"," "
"22974","16049","X57.09"," "
"22975","16497","X97.50"," "
"22976","15917","X43.18"," "
"22977","15193","W70.04"," "
"22978","14142","V64.34"," "
"22979","14736","W22.71"," "
"22980","16377","X86.60"," "
"22981","15178","W68.78"," "
"22982","15916","X43.03"," "
"22983","14857","W33.73"," "
"22984","16512","X98.90"," "
"22985","14265","V76.58"," "
"22986","16555","Y01.83"," "
"22987","14612","W11.54"," "
"22988","16141","X65.21"," "
"22989","14880","W35.81"," "
"22990","15687","X22.48"," "
"22991","15101","W58.82"," "
"22992","15566","X11.51"," "
"22993","13643","V11.51"," "
"22994","15434","W94.83"," "
"22995","14445","V93.90"," "
"22996","14594","W09.92"," "
"22997","14623","W12.51"," "
"22998","16478","X95.82"," "
"22999","15108","W59.43"," "
"23000","14089","V59.10","Pasajero de camioneta o furgoneta lesionado en colisión con vehículos motorizados no especificados en un accidente no de tráfico"
"23001","13997","V50.01"," "
"23002","16887","Y32.79"," "
"23003","15799","X32.59"," "
"23004","14096","V59.94"," "
"23005","14770","W25.84"," "
"23006","16494","X97.21"," "
"23007","15923","X43.70"," "
"23008","13608","V03.11","Peatón sobre patines lesionado en colisión con coche, camioneta o furgoneta en un accidente de tráfico"
"23009","16391","X87.91"," "
"23010","13617","V05.91","Peatón sobre patines lesionado en colisión con tren o vehículo ferroviario, no especificado si el accidente fue o no de tráfico"
"23011","15620","X16.42"," "
"23012","13901","V40.52"," "
"23013","14713","W20.70"," "
"23014","16235","X73.84"," "
"23015","15673","X21.13"," "
"23016","15295","W81.21"," "
"23017","16172","X68.08"," "
"23018","13882","V38.63"," "
"23019","15176","W68.50"," "
"23020","14236","V73.60"," "
"23021","14377","V87.30"," "
"23022","14262","V76.29"," "
"23023","16038","X54.00"," "
"23024","13894","V39.98"," "
"23025","14375","V87.11"," "
"23026","13843","V34.79"," "
"23027","14619","W12.11"," "
"23028","16656","Y11.79"," "
"23029","15432","W94.62"," "
"23030","14099","V60.12"," "
"23031","13651","V12.54"," "
"23032","16537","Y00.12"," "
"23033","13856","V36.02"," "
"23034","14473","V97.02"," "
"23035","15536","X08.93"," "
"23036","16351","X84.39"," "
"23037","16360","X85.11"," "
"23038","16176","X68.49"," "
"23039","16231","X73.40"," "
"23040","15209","W73.53"," "
"23041","14632","W13.32"," "
"23043","15246","W76.88"," "
"23044","15382","W90.00"," "
"23045","13873","V37.73"," "
"23046","14131","V63.20"," "
"23047","13887","V39.11"," "
"23048","16561","Y02.39"," "
"23049","13671","V15.14"," "
"23050","14224","V72.48"," "
"23051","14730","W22.13"," "
"23052","15789","X31.68"," "
"23053","16504","X98.12"," "
"23054","13887","V39.18"," "
"23055","13666","V14.43"," "
"23056","14856","W33.60"," "
"23057","15768","X29.81"," "
"23058","15416","W93.12","Inhalación de aire líquido"
"23059","13777","V28.04"," "
"23060","16671","Y13.02"," "
"23061","18138","W46.22"," "
"23062","15297","W81.49"," "
"23063","14608","W11.11"," "
"23064","15643","X18.50"," "
"23065","16055","X57.68"," "
"23066","16783","Y23.20"," "
"23067","15955","X46.60"," "
"23068","16645","Y10.80"," "
"23069","16474","X95.42"," "
"23070","15433","W94.78"," "
"23071","14615","W11.82"," "
"23072","14754","W24.31"," "
"23073","13844","V34.90"," "
"23074","15304","W83.03"," "
"23075","16781","Y23.02"," "
"23076","16784","Y23.32"," "
"23077","16220","X72.48"," "
"23078","15985","X49.30"," "
"23079","13847","V35.18"," "
"23080","13745","V24.01"," "
"23081","15107","W59.39"," "
"23082","15943","X45.54"," "
"23083","15814","X33.94"," "
"23084","13650","V12.42"," "
"23085","14631","W13.20"," "
"23086","14895","W37.10"," "
"23087","14889","W36.61"," "
"23088","14351","V84.72"," "
"23089","15681","X21.99"," "
"23090","14760","W24.99"," "
"23091","14997","W49.43"," "
"23092","14643","W14.31"," "
"23093","16643","Y10.60"," "
"23095","13769","V27.00"," "
"23096","15917","X43.11"," "
"23097","20730","X49.920"," "
"23098","16365","X85.61"," "
"23099","15400","W91.73"," "
"23100","15083","W57.18"," "
"23101","14597","W10.18"," "
"23102","15908","X42.30"," "
"23103","15513","X05.80"," "
"23104","13853","V35.78"," "
"23105","14084","V58.63"," "
"23106","14449","V94.21","Conductor de embarcación sin motor golpeado por otro vehículo acuático sin motor"
"23107","16775","Y22.59"," "
"23108","15568","X11.70"," "
"23109","14115","V61.64"," "
"23110","14764","W25.23"," "
"23111","14102","V60.43"," "
"23112","13751","V24.90"," "
"23113","16360","X85.19"," "
"23114","14581","W08.74"," "
"23115","13766","V26.52"," "
"23116","16554","Y01.78"," "
"23117","15405","W92.19"," "
"23118","13982","V48.51"," "
"23119","16493","X97.12"," "
"23120","16683","Y14.11"," "
"23121","15067","W55.72"," "
"23122","14359","V85.50"," "
"23123","14474","V97.14"," "
"23124","14725","W21.73"," "
"23125","16571","Y03.22"," "
"23126","15289","W80.79"," "
"23127","16676","Y13.50"," "
"23128","16498","X97.62"," "
"23129","13666","V14.49"," "
"23130","16373","X86.24"," "
"23131","13611","V04.08"," "
"23132","15079","W56.84"," "
"23133","14723","W21.52"," "
"23134","15788","X31.51"," "
"23135","15917","X43.19"," "
"23136","16044","X54.69"," "
"23137","14028","V53.01"," "
"23138","16388","X87.64"," "
"23139","15866","X38.64"," "
"23140","16572","Y03.30"," "
"23141","15502","X04.81"," "
"23142","16277","X77.62"," "
"23143","16123","X63.69"," "
"23144","13858","V36.24"," "
"23145","14753","W24.22"," "
"23146","14455","V94.88"," "
"23147","15202","W70.94"," "
"23148","15956","X46.71"," "
"23149","14618","W12.04"," "
"23150","15695","X23.18"," "
"23151","16634","Y09.81"," "
"23152","15955","X46.68"," "
"23153","15956","X46.70"," "
"23154","15191","W69.98"," "
"23155","15123","W60.83"," "
"23156","13853","V35.74"," "
"23157","13851","V35.54"," "
"23158","15433","W94.73"," "
"23159","15568","X11.74"," "
"23160","14635","W13.63"," "
"23161","14351","V84.78"," "
"23162","13866","V37.00"," "
"23163","16638","Y10.12"," "
"23164","14760","W24.92"," "
"23165","24084","X49.790"," "
"23166","15934","X44.78"," "
"23167","15075","W56.42","Golpeado por tiburón"
"23168","14851","W33.19","Mal funcionamiento accidental de otra arma de fuego larga"
"23169","14513","W02.59"," "
"23170","14770","W25.88"," "
"23171","15110","W59.61"," "
"23172","14105","V60.70"," "
"23173","15651","X19.24"," "
"23174","14240","V74.00"," "
"23175","16817","Y26.34"," "
"23176","14385","V88.04"," "
"23177","16564","Y02.62"," "
"23178","15078","W56.71"," "
"23179","14983","W45.14"," "
"23180","16062","X58.24"," "
"23181","15430","W94.41"," "
"23182","15829","X35.21"," "
"23183","16208","X71.34"," "
"23184","15305","W83.14"," "
"23185","15690","X22.71"," "
"23186","14091","V59.32"," "
"23187","14082","V58.48"," "
"23188","14215","V71.54"," "
"23189","14766","W25.49"," "
"23190","16481","X96.00"," "
"23191","14227","V72.74"," "
"23192","13652","V12.92"," "
"23193","13997","V50.02"," "
"23194","16892","Y33.18"," "
"23195","16770","Y22.03"," "
"23196","14769","W25.78"," "
"23197","16282","X78.02"," "
"23198","14382","V87.81"," "
"23199","13925","V42.99"," "
"23200","16407","X89.34"," "
"23202","13612","V04.18"," "
"23203","14975","W44.43"," "
"23205","14703","W19.81"," "
"23206","15194","W70.18"," "
"23207","14984","W45.22"," "
"23208","14235","V73.58"," "
"23209","15068","W55.84"," "
"23210","16045","X54.73"," "
"23211","13993","V49.64"," "
"23212","15768","X29.84"," "
"23213","14607","W11.03"," "
"23214","15777","X30.61"," "
"23215","15184","W69.22"," "
"23216","14603","W10.79"," "
"23217","16251","X75.20"," "
"23218","15195","W70.24"," "
"23219","16135","X64.74"," "
"23220","13974","V47.73"," "
"23221","14621","W12.39"," "
"23222","16213","X71.89"," "
"23223","16214","X71.98"," "
"23224","16475","X95.53"," "
"23225","16219","X72.31"," "
"23226","13858","V36.20"," "
"23227","16662","Y12.23"," "
"23228","14623","W12.53"," "
"23229","15316","W84.13"," "
"23230","16179","X68.79"," "
"23231","16184","X69.10"," "
"23232","16222","X72.64"," "
"23233","13997","V50.00"," "
"23234","13753","V25.08"," "
"23235","15554","X10.52"," "
"23236","14891","W36.88"," "
"23237","15939","X45.18"," "
"23238","14350","V84.61"," "
"23239","15122","W60.79"," "
"23240","15317","W84.28"," "
"23241","15679","X21.73"," "
"23242","15113","W59.92"," "
"23243","31352","X49.521"," "
"23244","15047","W53.92"," "
"23245","14030","V53.24"," "
"23246","14892","W36.91"," "
"23247","16768","Y21.90"," "
"23248","13757","V25.41"," "
"23249","15006","W50.22"," "
"23250","22295","X49.991"," "
"23251","13766","V26.54"," "
"23252","13992","V49.58"," "
"23253","15780","X30.99"," "
"23254","13770","V27.14"," "
"23255","16560","Y02.21"," "
